Date,Store,Product_Category,Units_Sold,Price,Competitor_Price,Holiday_Flag,CPI,Campaign_Flag,Year,Month,Week,DayOfWeek,IsWeekend,Price_Diff,Discount_Flag
9/11/2023,Lagos,Smart Scales,14,100534,99708,1,104.35,1,2024,11,45,6,1,826,0
9/11/2023,Abuja,Smart Scales,16,35406,34314,0,101.59,0,2023,5,21,6,1,1092,0
9/12/2023,Abuja,Fitness Gear,32,129906,117922,0,103.39,0,2024,9,36,6,1,11984,0
9/12/2023,Port Harcourt,Yoga Mats,27,137214,123774,0,102.2,0,2024,8,32,6,1,13440,0
9/13/2023,Lagos,Wellness Drinks,35,23786,34776,0,102.85,1,2024,10,41,6,1,-10990,1
9/14/2023,Port Harcourt,Smart Scales,3,109354,111132,1,106.69,0,2023,12,49,6,1,-1778,1
9/14/2023,Abuja,Smart Scales,4,36456,36792,0,102.08,0,2023,5,18,6,1,-336,1
9/14/2023,Port Harcourt,Supplements,7,104986,97608,0,101.85,1,2023,4,17,6,1,7378,0
9/14/2023,Port Harcourt,Yoga Mats,13,22050,14952,1,103.9,1,2024,11,46,6,1,7098,0
9/15/2023,Port Harcourt,Supplements,3,29316,23674,0,102.42,0,2023,6,24,6,1,5642,0
9/15/2023,Port Harcourt,Yoga Mats,17,50820,51100,0,106.2,0,2024,10,42,6,1,-280,1
9/16/2023,Port Harcourt,Wellness Drinks,10,32816,41720,0,99.88,0,2023,1,1,6,1,-8904,1
9/16/2023,Port Harcourt,Fitness Gear,1,73318,81550,0,101.09,0,2023,4,16,6,1,-8232,1
9/16/2023,Lagos,Yoga Mats,28,47838,34062,0,98.89,1,2024,1,4,6,1,13776,0
9/16/2023,Port Harcourt,Fitness Gear,10,129472,129990,0,100.06,0,2024,6,23,6,1,-518,1
9/16/2023,Abuja,Smart Scales,7,55538,65716,0,100.84,0,2023,4,13,6,1,-10178,1
9/17/2023,Abuja,Wellness Drinks,39,48342,50680,0,100.47,1,2023,1,2,6,1,-2338,1
9/18/2023,Port Harcourt,Smart Scales,3,115808,121450,0,103.86,0,2023,10,41,6,1,-5642,1
9/18/2023,Abuja,Supplements,7,104608,112882,0,103.3,1,2024,6,22,6,1,-8274,1
9/18/2023,Lagos,Supplements,9,53788,58534,0,102.61,0,2024,4,17,6,1,-4746,1
9/18/2023,Abuja,Smart Scales,40,24430,20888,0,106.05,1,2024,8,31,6,1,3542,0
9/18/2023,Lagos,Yoga Mats,35,106736,106862,0,101.28,0,2023,4,16,6,1,-126,1
9/21/2023,Lagos,Supplements,26,30142,33404,0,103.22,0,2024,5,20,6,1,-3262,1
9/21/2023,Port Harcourt,Smart Scales,5,34300,28406,1,105.06,1,2024,12,52,6,1,5894,0
9/22/2023,Lagos,Supplements,13,87444,97776,0,101.22,0,2024,2,8,6,1,-10332,1
9/24/2023,Abuja,Supplements,30,67382,56924,0,104.56,1,2023,10,41,6,1,10458,0
9/24/2023,Abuja,Fitness Gear,40,33250,38136,0,103.16,0,2024,7,27,6,1,-4886,1
9/24/2023,Abuja,Smart Scales,39,132678,141582,0,100.62,0,2023,2,5,6,1,-8904,1
9/25/2023,Lagos,Yoga Mats,10,131404,127232,0,104.53,0,2023,10,39,6,1,4172,0
9/25/2023,Port Harcourt,Yoga Mats,23,109620,105252,0,99.28,0,2023,3,11,6,1,4368,0
9/25/2023,Abuja,Yoga Mats,11,17836,30842,0,98.23,0,2023,1,2,6,1,-13006,1
9/25/2023,Abuja,Fitness Gear,12,18760,26782,0,101.27,0,2023,1,1,6,1,-8022,1
9/26/2023,Abuja,Smart Scales,13,54964,62440,0,102.92,1,2024,6,22,6,1,-7476,1
9/26/2023,Lagos,Fitness Gear,40,91294,89446,0,103.27,0,2023,9,36,6,1,1848,0
9/27/2023,Lagos,Fitness Gear,16,60536,59906,0,104.99,1,2023,9,35,6,1,630,0
9/28/2023,Lagos,Smart Scales,9,100800,100842,0,103.39,0,2024,10,42,6,1,-42,1
9/28/2023,Abuja,Yoga Mats,10,31500,30716,0,101.21,1,2024,8,34,6,1,784,0
9/29/2023,Abuja,Yoga Mats,29,130452,132846,0,103.82,1,2023,8,33,6,1,-2394,1
9/29/2023,Abuja,Yoga Mats,9,19726,30884,1,105.64,0,2023,11,47,6,1,-11158,1
9/29/2023,Abuja,Wellness Drinks,33,67592,67130,0,104.66,0,2023,8,32,6,1,462,0
9/29/2023,Port Harcourt,Supplements,24,77644,75418,0,102.11,0,2024,6,26,6,1,2226,0
9/29/2023,Abuja,Supplements,35,98896,105336,0,104.61,1,2023,8,31,6,1,-6440,1
9/29/2023,Port Harcourt,Fitness Gear,11,119924,124292,0,102.64,0,2024,4,15,6,1,-4368,1
9/30/2023,Lagos,Wellness Drinks,39,20188,21014,0,97.9,0,2023,1,1,6,1,-826,1
9/30/2023,Abuja,Wellness Drinks,13,38262,34314,0,100.87,1,2023,2,8,6,1,3948,0
9/30/2023,Lagos,Smart Scales,23,115542,108808,0,103.82,0,2023,9,36,6,1,6734,0
9/30/2023,Lagos,Yoga Mats,25,130690,124250,0,103.17,0,2024,7,30,6,1,6440,0
9/30/2023,Lagos,Supplements,16,124110,131152,1,105.19,0,2023,11,44,6,1,-7042,1
10/1/2023,Abuja,Fitness Gear,21,55496,52738,1,105.39,1,2023,12,48,6,1,2758,0
10/1/2023,Port Harcourt,Yoga Mats,10,92974,96628,1,105,0,2024,11,44,6,1,-3654,1
10/1/2023,Port Harcourt,Smart Scales,40,104622,106764,0,105.21,1,2023,7,26,6,1,-2142,1
10/2/2023,Lagos,Wellness Drinks,19,134106,133588,0,102.57,0,2023,6,25,6,1,518,0
10/2/2023,Port Harcourt,Wellness Drinks,35,23646,24066,0,101.83,0,2024,3,10,6,1,-420,1
10/2/2023,Port Harcourt,Smart Scales,28,29106,25242,0,101.51,0,2024,5,18,6,1,3864,0
10/3/2023,Abuja,Wellness Drinks,2,104902,104538,0,103.28,1,2023,9,35,6,1,364,0
10/3/2023,Port Harcourt,Supplements,30,72954,68110,0,100.56,0,2023,3,10,6,1,4844,0
10/4/2023,Port Harcourt,Yoga Mats,40,89306,88130,0,105.2,1,2023,10,42,6,1,1176,0
10/4/2023,Lagos,Smart Scales,40,127036,127246,0,100.07,0,2024,1,4,6,1,-210,1
10/4/2023,Abuja,Smart Scales,5,83510,80570,0,102.9,0,2024,10,42,6,1,2940,0
10/5/2023,Lagos,Smart Scales,38,91056,94752,0,103.13,0,2023,8,34,6,1,-3696,1
10/5/2023,Port Harcourt,Smart Scales,15,39760,40264,0,102.81,0,2024,8,31,6,1,-504,1
10/5/2023,Abuja,Yoga Mats,36,103460,86632,0,103.94,0,2024,8,33,6,1,16828,0
10/6/2023,Lagos,Supplements,3,55412,54768,0,102.46,0,2024,8,32,6,1,644,0
10/6/2023,Port Harcourt,Fitness Gear,24,125202,124768,0,100.48,1,2024,1,4,6,1,434,0
10/6/2023,Abuja,Smart Scales,12,65044,70994,1,103.58,0,2024,11,44,6,1,-5950,1
10/6/2023,Port Harcourt,Wellness Drinks,8,54488,64694,0,101.58,0,2023,4,15,6,1,-10206,1
10/7/2023,Port Harcourt,Smart Scales,14,81578,83636,0,98.88,0,2024,6,25,6,1,-2058,1
10/7/2023,Port Harcourt,Supplements,18,36288,29610,1,105.45,1,2023,11,47,6,1,6678,0
10/7/2023,Port Harcourt,Supplements,20,27398,44646,0,99.89,0,2023,1,52,6,1,-17248,1
10/7/2023,Abuja,Smart Scales,23,84630,91056,1,103.57,1,2024,12,50,6,1,-6426,1
10/8/2023,Abuja,Yoga Mats,5,84854,83356,0,102.9,0,2024,8,31,6,1,1498,0
10/8/2023,Lagos,Smart Scales,1,108052,109494,1,106.1,0,2023,12,51,6,1,-1442,1
10/10/2023,Port Harcourt,Smart Scales,2,49042,34300,0,102.92,1,2024,10,43,6,1,14742,0
10/11/2023,Lagos,Yoga Mats,16,124432,130298,0,103.17,1,2023,7,27,6,1,-5866,1
10/11/2023,Lagos,Fitness Gear,5,68656,69426,1,102.37,0,2024,11,47,6,1,-770,1
10/11/2023,Port Harcourt,Fitness Gear,22,19138,10934,1,106.8,1,2023,12,52,6,1,8204,0
10/11/2023,Abuja,Smart Scales,1,124600,122724,0,100.56,0,2023,3,10,6,1,1876,0
10/12/2023,Abuja,Yoga Mats,12,83090,81466,0,99.73,0,2024,2,6,6,1,1624,0
10/12/2023,Port Harcourt,Supplements,19,58688,73290,1,106.84,0,2024,12,52,6,1,-14602,1
10/13/2023,Lagos,Smart Scales,22,107436,99932,0,103.83,0,2023,7,27,6,1,7504,0
10/14/2023,Lagos,Yoga Mats,17,17500,17556,0,102.76,0,2024,3,11,6,1,-56,1
10/15/2023,Port Harcourt,Wellness Drinks,13,14140,18550,0,99.37,0,2024,3,9,6,1,-4410,1
10/15/2023,Port Harcourt,Smart Scales,39,18144,25228,0,103.42,0,2023,8,34,6,1,-7084,1
10/16/2023,Lagos,Fitness Gear,28,138992,138110,0,99.16,0,2023,2,8,6,1,882,0
10/17/2023,Port Harcourt,Wellness Drinks,3,66388,73010,0,102.88,0,2024,7,29,6,1,-6622,1
10/17/2023,Abuja,Fitness Gear,5,121786,130690,0,98.42,1,2023,1,52,6,1,-8904,1
10/18/2023,Abuja,Smart Scales,36,75796,59136,0,102.27,0,2023,7,28,6,1,16660,0
10/19/2023,Port Harcourt,Fitness Gear,15,96586,96362,0,104.58,0,2024,7,28,6,1,224,0
10/19/2023,Port Harcourt,Yoga Mats,17,65772,62846,0,101.99,0,2024,3,13,6,1,2926,0
10/19/2023,Abuja,Fitness Gear,29,116942,123858,0,102.45,1,2023,5,21,6,1,-6916,1
10/19/2023,Lagos,Yoga Mats,4,88480,90524,0,103.62,0,2024,7,28,6,1,-2044,1
10/20/2023,Abuja,Smart Scales,32,87724,89866,0,103.28,0,2023,8,34,6,1,-2142,1
10/21/2023,Lagos,Yoga Mats,38,101640,108878,1,106.66,1,2023,12,52,6,1,-7238,1
10/21/2023,Port Harcourt,Yoga Mats,4,47670,48286,1,103.42,0,2023,11,44,6,1,-616,1
10/21/2023,Abuja,Supplements,13,62608,67676,0,102.4,1,2023,4,16,6,1,-5068,1
10/21/2023,Abuja,Supplements,20,133308,126490,0,102.26,0,2023,7,27,6,1,6818,0
10/24/2023,Lagos,Wellness Drinks,18,84980,77504,0,99.02,0,2023,1,3,6,1,7476,0
10/25/2023,Abuja,Wellness Drinks,37,53732,54908,0,103.11,0,2023,8,31,6,1,-1176,1
10/27/2023,Port Harcourt,Wellness Drinks,12,27594,26460,0,102.84,0,2023,6,24,6,1,1134,0
10/27/2023,Port Harcourt,Yoga Mats,25,22526,28546,0,101.21,0,2024,4,15,6,1,-6020,1
10/27/2023,Lagos,Yoga Mats,30,41972,50974,0,104.51,0,2024,10,43,6,1,-9002,1
10/27/2023,Abuja,Smart Scales,15,33110,32186,0,102.7,0,2023,8,32,6,1,924,0
10/28/2023,Port Harcourt,Supplements,36,22512,30212,0,104.41,0,2023,10,39,6,1,-7700,1
10/30/2023,Port Harcourt,Wellness Drinks,8,76146,75110,0,100.26,0,2024,1,3,6,1,1036,0
10/30/2023,Port Harcourt,Smart Scales,28,20496,19194,0,104.27,1,2024,10,41,6,1,1302,0
10/31/2023,Abuja,Yoga Mats,22,103082,104776,1,105.04,0,2024,11,45,6,1,-1694,1
11/1/2023,Abuja,Supplements,38,83370,90538,0,103.65,0,2024,6,23,6,1,-7168,1
11/1/2023,Lagos,Smart Scales,16,139342,141722,0,99.92,1,2023,2,8,6,1,-2380,1
11/2/2023,Abuja,Smart Scales,5,83132,78820,0,102.47,0,2023,6,24,6,1,4312,0
11/2/2023,Port Harcourt,Fitness Gear,34,71386,75488,1,103.51,1,2024,12,48,6,1,-4102,1
11/2/2023,Lagos,Fitness Gear,38,122402,120904,0,101.41,1,2024,6,25,6,1,1498,0
11/2/2023,Lagos,Yoga Mats,11,109578,123942,0,100.62,1,2024,1,1,6,1,-14364,1
11/2/2023,Port Harcourt,Wellness Drinks,2,106862,110922,0,103.5,1,2024,4,16,6,1,-4060,1
11/4/2023,Lagos,Smart Scales,25,124572,122864,0,103.16,0,2023,9,38,6,1,1708,0
11/5/2023,Abuja,Supplements,25,129962,129640,1,106.54,1,2024,12,49,6,1,322,0
11/5/2023,Abuja,Smart Scales,1,97622,92050,0,102.17,0,2024,4,16,6,1,5572,0
11/5/2023,Port Harcourt,Yoga Mats,31,107702,101976,1,104.79,0,2024,11,47,6,1,5726,0
11/5/2023,Lagos,Supplements,5,65198,67802,0,99.12,0,2023,1,1,6,1,-2604,1
11/6/2023,Lagos,Smart Scales,40,64526,68586,0,101.88,1,2024,3,13,6,1,-4060,1
11/6/2023,Lagos,Supplements,4,18564,13482,1,104.89,0,2023,12,51,6,1,5082,0
11/7/2023,Port Harcourt,Supplements,5,49014,49882,0,101.97,0,2023,3,12,6,1,-868,1
11/7/2023,Port Harcourt,Fitness Gear,5,130760,139328,0,106.95,1,2024,9,39,6,1,-8568,1
11/7/2023,Port Harcourt,Wellness Drinks,16,101654,100604,1,105.36,1,2024,11,44,6,1,1050,0
11/8/2023,Lagos,Smart Scales,18,28056,37604,0,103.61,0,2024,9,38,6,1,-9548,1
11/9/2023,Port Harcourt,Yoga Mats,17,104076,112966,0,103.17,0,2024,7,27,6,1,-8890,1
11/10/2023,Lagos,Yoga Mats,35,109760,121646,0,102.09,1,2024,6,25,6,1,-11886,1
11/11/2023,Abuja,Yoga Mats,18,103180,101262,1,105.47,1,2024,12,52,6,1,1918,0
11/12/2023,Lagos,Smart Scales,4,134022,131264,0,101.78,0,2024,5,18,6,1,2758,0
11/12/2023,Abuja,Yoga Mats,31,82628,95382,0,99.93,1,2024,1,3,6,1,-12754,1
11/12/2023,Lagos,Wellness Drinks,31,66192,64064,0,102.49,1,2023,2,6,6,1,2128,0
11/13/2023,Lagos,Yoga Mats,9,37128,32676,0,101.86,0,2023,8,34,6,1,4452,0
11/13/2023,Port Harcourt,Fitness Gear,31,75432,81928,0,103.29,1,2024,9,37,6,1,-6496,1
11/14/2023,Abuja,Yoga Mats,5,133434,137830,0,101.86,0,2023,4,16,6,1,-4396,1
11/14/2023,Abuja,Smart Scales,36,122794,119966,0,99.02,0,2023,3,11,6,1,2828,0
11/14/2023,Abuja,Yoga Mats,16,90174,99904,0,102.01,0,2024,6,22,6,1,-9730,1
11/15/2023,Lagos,Supplements,16,111034,114898,0,99.18,0,2024,2,7,6,1,-3864,1
11/15/2023,Abuja,Yoga Mats,20,61166,59472,0,100.25,0,2024,1,2,6,1,1694,0
11/15/2023,Abuja,Wellness Drinks,30,32508,28630,0,102.49,0,2024,8,31,6,1,3878,0
11/16/2023,Port Harcourt,Fitness Gear,26,133588,133518,0,101.28,0,2024,3,12,6,1,70,0
11/16/2023,Lagos,Smart Scales,31,106330,116438,1,105.71,0,2024,12,48,6,1,-10108,1
11/16/2023,Port Harcourt,Fitness Gear,15,78834,90636,0,100.28,1,2024,2,8,6,1,-11802,1
11/16/2023,Port Harcourt,Wellness Drinks,38,92918,96264,0,105.03,0,2024,9,36,6,1,-3346,1
11/17/2023,Abuja,Wellness Drinks,38,58688,72562,1,107.24,0,2023,12,50,6,1,-13874,1
11/17/2023,Port Harcourt,Wellness Drinks,20,57680,56070,0,106.1,1,2024,9,35,6,1,1610,0
11/18/2023,Port Harcourt,Smart Scales,35,48804,54236,1,106.54,0,2024,11,47,6,1,-5432,1
11/18/2023,Abuja,Fitness Gear,23,14896,6874,0,101.9,0,2024,3,10,6,1,8022,0
11/18/2023,Lagos,Wellness Drinks,39,26404,26208,0,100.6,0,2023,3,9,6,1,196,0
11/19/2023,Lagos,Yoga Mats,25,27300,28182,0,102.59,0,2023,9,36,6,1,-882,1
11/19/2023,Lagos,Smart Scales,22,125664,119126,0,102.9,0,2024,6,23,6,1,6538,0
11/19/2023,Port Harcourt,Smart Scales,8,107590,100534,0,102.72,0,2023,3,11,6,1,7056,0
11/19/2023,Lagos,Yoga Mats,9,19894,5040,0,101.18,0,2024,5,18,6,1,14854,0
11/19/2023,Port Harcourt,Supplements,15,122920,128534,0,103,1,2023,10,43,6,1,-5614,1
11/20/2023,Port Harcourt,Wellness Drinks,20,67788,66794,0,103.42,0,2023,6,22,6,1,994,0
11/20/2023,Port Harcourt,Yoga Mats,35,120414,120470,1,105.32,1,2024,12,48,6,1,-56,1
11/22/2023,Port Harcourt,Supplements,37,91658,95550,0,102.02,0,2023,7,29,6,1,-3892,1
11/22/2023,Abuja,Wellness Drinks,3,61642,51352,0,103.95,1,2024,7,27,6,1,10290,0
11/23/2023,Lagos,Supplements,34,139818,152082,0,99.92,0,2023,2,5,6,1,-12264,1
11/23/2023,Abuja,Supplements,34,78050,79814,0,104.19,1,2024,5,21,6,1,-1764,1
11/24/2023,Port Harcourt,Smart Scales,36,87318,85050,1,106.87,0,2023,12,52,6,1,2268,0
11/24/2023,Lagos,Fitness Gear,35,67004,63602,0,101.39,0,2023,6,24,6,1,3402,0
11/24/2023,Lagos,Fitness Gear,9,139258,138558,1,106.09,1,2024,11,45,6,1,700,0
11/25/2023,Port Harcourt,Supplements,30,136094,123046,0,104.47,0,2024,10,40,6,1,13048,0
11/25/2023,Abuja,Fitness Gear,26,67690,73038,0,103.42,0,2023,5,20,6,1,-5348,1
11/25/2023,Port Harcourt,Supplements,12,108640,102550,0,103.53,0,2024,8,31,6,1,6090,0
11/26/2023,Abuja,Fitness Gear,24,110712,110502,1,104.35,1,2023,11,46,6,1,210,0
11/26/2023,Abuja,Wellness Drinks,19,78988,75250,0,101.35,0,2024,3,9,6,1,3738,0
11/26/2023,Abuja,Supplements,16,22638,24794,1,105.39,1,2023,11,47,6,1,-2156,1
11/27/2023,Abuja,Wellness Drinks,26,124418,118286,0,100.24,1,2024,4,16,6,1,6132,0
11/27/2023,Lagos,Smart Scales,23,42266,36736,0,103.09,0,2024,7,28,6,1,5530,0
11/27/2023,Lagos,Yoga Mats,33,32844,29022,0,105.35,0,2023,10,42,6,1,3822,0
11/29/2023,Port Harcourt,Fitness Gear,30,66388,64960,1,104.91,0,2023,11,44,6,1,1428,0
11/30/2023,Abuja,Supplements,23,57162,56924,0,100.89,1,2024,3,11,6,1,238,0
11/30/2023,Abuja,Wellness Drinks,10,65198,64568,1,105.18,0,2023,12,48,6,1,630,0
12/1/2023,Abuja,Fitness Gear,36,127806,127652,0,101.09,0,2024,4,15,6,1,154,0
12/4/2023,Abuja,Smart Scales,31,53606,53102,0,102.15,1,2023,7,27,6,1,504,0
12/5/2023,Abuja,Fitness Gear,22,34846,26096,0,101.23,0,2024,2,6,6,1,8750,0
12/5/2023,Lagos,Fitness Gear,38,86156,92974,1,106.36,1,2023,12,48,6,1,-6818,1
12/5/2023,Abuja,Smart Scales,2,114240,110600,0,104.88,1,2023,10,41,6,1,3640,0
12/5/2023,Lagos,Wellness Drinks,23,91014,90412,0,102.76,0,2024,6,22,6,1,602,0
12/5/2023,Lagos,Smart Scales,35,19768,17416,1,105.81,0,2023,12,50,6,1,2352,0
12/6/2023,Port Harcourt,Fitness Gear,37,18060,4564,0,102.11,0,2023,6,22,6,1,13496,0
12/6/2023,Port Harcourt,Smart Scales,32,128800,122192,0,103.57,0,2023,10,40,6,1,6608,0
12/7/2023,Port Harcourt,Yoga Mats,12,44072,43946,1,104.07,0,2023,12,52,6,1,126,0
12/7/2023,Port Harcourt,Supplements,35,128590,131894,1,105.96,1,2023,11,46,6,1,-3304,1
12/7/2023,Lagos,Fitness Gear,3,42700,40362,0,98.66,0,2023,1,4,6,1,2338,0
12/7/2023,Abuja,Yoga Mats,34,36554,44548,0,106.13,0,2024,10,40,6,1,-7994,1
12/7/2023,Port Harcourt,Yoga Mats,38,87934,85078,0,100.97,0,2024,6,23,6,1,2856,0
12/8/2023,Port Harcourt,Supplements,24,81032,89264,0,100.42,1,2023,3,9,6,1,-8232,1
12/8/2023,Lagos,Supplements,38,132986,143584,0,102.78,1,2023,5,21,6,1,-10598,1
12/8/2023,Lagos,Supplements,17,100632,101836,1,102.82,0,2023,11,47,6,1,-1204,1
12/8/2023,Lagos,Smart Scales,40,130830,131012,0,101.16,0,2024,3,11,6,1,-182,1
12/8/2023,Lagos,Fitness Gear,1,82320,80010,1,103.47,1,2023,12,49,6,1,2310,0
12/9/2023,Lagos,Fitness Gear,8,81242,89964,0,100.73,1,2023,5,19,6,1,-8722,1
12/9/2023,Port Harcourt,Wellness Drinks,15,46816,49742,0,104.17,0,2024,10,42,6,1,-2926,1
12/9/2023,Port Harcourt,Smart Scales,25,65730,51912,0,101.83,0,2024,6,26,6,1,13818,0
12/9/2023,Lagos,Smart Scales,8,123032,122430,0,102.44,0,2024,7,27,6,1,602,0
12/9/2023,Port Harcourt,Wellness Drinks,32,70280,55720,0,104.28,1,2023,9,37,6,1,14560,0
12/9/2023,Lagos,Supplements,13,32494,32970,0,101.13,1,2024,7,29,6,1,-476,1
12/9/2023,Abuja,Fitness Gear,15,43638,48846,0,102.88,1,2024,7,30,6,1,-5208,1
12/10/2023,Port Harcourt,Fitness Gear,6,110782,107268,0,100.73,0,2024,5,19,6,1,3514,0
12/10/2023,Abuja,Yoga Mats,33,81074,78162,0,104.93,1,2023,9,35,6,1,2912,0
12/10/2023,Port Harcourt,Supplements,7,134526,139328,0,103.88,0,2023,7,27,6,1,-4802,1
12/10/2023,Lagos,Fitness Gear,33,119322,134386,0,101.79,0,2024,1,1,6,1,-15064,1
12/10/2023,Lagos,Supplements,29,97986,86394,0,102.36,1,2023,2,8,6,1,11592,0
12/11/2023,Lagos,Smart Scales,38,132594,133980,0,103.2,1,2023,7,26,6,1,-1386,1
12/11/2023,Port Harcourt,Smart Scales,37,57778,66318,0,104.74,0,2023,7,30,6,1,-8540,1
12/11/2023,Abuja,Fitness Gear,32,57176,50218,0,103.83,0,2024,9,39,6,1,6958,0
12/12/2023,Port Harcourt,Yoga Mats,3,132090,132244,0,103.68,0,2024,6,26,6,1,-154,1
12/12/2023,Abuja,Fitness Gear,20,79646,74284,0,100.73,1,2024,2,5,6,1,5362,0
12/13/2023,Abuja,Supplements,14,78526,76650,0,103.72,0,2024,6,24,6,1,1876,0
12/13/2023,Abuja,Smart Scales,28,44310,46956,0,100.8,0,2024,3,11,6,1,-2646,1
12/13/2023,Lagos,Wellness Drinks,38,76748,63770,0,102.89,0,2024,6,24,6,1,12978,0
12/15/2023,Abuja,Yoga Mats,4,65828,62132,0,102.13,0,2023,6,25,6,1,3696,0
12/16/2023,Abuja,Wellness Drinks,15,83076,77014,0,102.08,0,2024,5,21,6,1,6062,0
12/16/2023,Abuja,Smart Scales,17,37156,30800,0,102.03,0,2023,5,20,6,1,6356,0
12/17/2023,Abuja,Wellness Drinks,37,113680,116592,0,100.37,1,2024,2,6,6,1,-2912,1
12/17/2023,Port Harcourt,Yoga Mats,24,75026,67186,0,100.73,0,2024,2,7,6,1,7840,0
12/17/2023,Lagos,Fitness Gear,38,23478,33950,0,100.92,1,2023,3,12,6,1,-10472,1
12/17/2023,Lagos,Yoga Mats,36,18186,17052,0,100.78,0,2023,3,12,6,1,1134,0
12/17/2023,Lagos,Wellness Drinks,8,30520,33110,1,105.81,0,2023,12,50,6,1,-2590,1
12/19/2023,Lagos,Fitness Gear,3,54474,56574,0,100.95,1,2024,3,10,6,1,-2100,1
12/19/2023,Abuja,Fitness Gear,30,73948,77378,0,104.92,0,2023,9,36,6,1,-3430,1
12/20/2023,Abuja,Supplements,22,126644,148372,0,103.26,0,2023,8,34,6,1,-21728,1
12/21/2023,Abuja,Yoga Mats,33,90678,81494,1,103.64,0,2023,12,50,6,1,9184,0
12/21/2023,Lagos,Fitness Gear,25,105336,98868,0,101.27,0,2024,3,13,6,1,6468,0
12/22/2023,Lagos,Wellness Drinks,30,57526,49322,0,101.19,0,2023,4,16,6,1,8204,0
12/22/2023,Port Harcourt,Yoga Mats,37,124124,130508,0,103.88,0,2024,7,28,6,1,-6384,1
12/22/2023,Port Harcourt,Smart Scales,3,108640,118636,0,100.48,0,2023,1,4,6,1,-9996,1
12/22/2023,Port Harcourt,Yoga Mats,4,28140,38136,0,101.87,0,2023,4,14,6,1,-9996,1
12/23/2023,Port Harcourt,Supplements,29,77014,76594,0,102.42,0,2023,6,23,6,1,420,0
12/23/2023,Lagos,Fitness Gear,32,32340,30576,0,102.47,0,2024,1,2,6,1,1764,0
12/23/2023,Port Harcourt,Fitness Gear,23,37520,41006,0,101.7,1,2024,3,13,6,1,-3486,1
12/23/2023,Port Harcourt,Fitness Gear,19,46102,48398,0,100.24,0,2023,9,37,6,1,-2296,1
12/24/2023,Port Harcourt,Smart Scales,15,96922,109760,0,100.31,0,2024,3,13,6,1,-12838,1
12/24/2023,Abuja,Fitness Gear,16,46382,46102,0,101.41,1,2023,9,35,6,1,280,0
12/24/2023,Port Harcourt,Wellness Drinks,23,123144,120918,0,102.04,0,2023,4,16,6,1,2226,0
12/24/2023,Abuja,Supplements,40,125580,129444,0,104.95,0,2024,8,31,6,1,-3864,1
12/25/2023,Lagos,Fitness Gear,37,114982,121744,0,101.57,0,2024,2,7,6,1,-6762,1
12/25/2023,Port Harcourt,Wellness Drinks,1,122822,114212,0,99.46,1,2023,1,52,6,1,8610,0
12/25/2023,Lagos,Fitness Gear,19,115892,117838,1,104.77,1,2024,11,46,6,1,-1946,1
12/25/2023,Lagos,Smart Scales,37,86268,94976,0,104.03,0,2024,9,37,6,1,-8708,1
12/26/2023,Port Harcourt,Wellness Drinks,35,43274,43596,0,101.67,1,2024,7,30,6,1,-322,1
12/26/2023,Lagos,Yoga Mats,30,135646,132244,0,99.87,1,2023,2,8,6,1,3402,0
12/27/2023,Lagos,Smart Scales,17,48594,54670,0,101.34,0,2023,5,20,6,1,-6076,1
12/27/2023,Abuja,Yoga Mats,39,31164,33110,0,100.37,0,2023,5,18,6,1,-1946,1
12/28/2023,Port Harcourt,Wellness Drinks,26,76160,68992,0,101.3,0,2023,6,23,6,1,7168,0
12/28/2023,Abuja,Wellness Drinks,13,123676,128030,0,99.8,0,2023,1,1,6,1,-4354,1
12/28/2023,Abuja,Wellness Drinks,22,72576,76034,0,101.35,0,2023,1,4,6,1,-3458,1
12/28/2023,Port Harcourt,Fitness Gear,23,37534,59584,0,101.11,1,2023,1,3,6,1,-22050,1
12/28/2023,Lagos,Wellness Drinks,33,137648,143164,0,102.03,0,2023,5,20,6,1,-5516,1
12/29/2023,Port Harcourt,Smart Scales,27,67592,63532,0,101.64,0,2023,4,15,6,1,4060,0
12/29/2023,Lagos,Supplements,35,123032,122066,0,102.62,0,2024,6,25,6,1,966,0
12/30/2023,Port Harcourt,Wellness Drinks,12,67802,69720,0,101.23,1,2024,2,7,6,1,-1918,1
12/30/2023,Lagos,Smart Scales,9,118594,110838,1,106.25,0,2023,12,49,6,1,7756,0
12/31/2023,Lagos,Wellness Drinks,34,59710,47838,1,104.06,0,2024,12,52,6,1,11872,0
12/31/2023,Lagos,Smart Scales,14,124488,113498,0,101.26,1,2023,3,10,6,1,10990,0
1/1/2024,Lagos,Wellness Drinks,37,59290,56896,0,103.46,1,2024,9,39,6,1,2394,0
1/1/2024,Lagos,Yoga Mats,3,133630,141036,0,100.79,0,2023,2,7,6,1,-7406,1
1/2/2024,Lagos,Supplements,21,57792,60550,0,99.48,0,2024,3,12,6,1,-2758,1
1/3/2024,Port Harcourt,Supplements,7,69104,67928,0,101.11,0,2024,10,41,6,1,1176,0
1/4/2024,Lagos,Fitness Gear,33,105252,100492,0,103.82,1,2024,9,35,6,1,4760,0
1/4/2024,Lagos,Wellness Drinks,35,101388,99778,0,101.93,0,2024,4,17,6,1,1610,0
1/4/2024,Port Harcourt,Wellness Drinks,11,69272,58310,0,107.09,1,2023,10,41,6,1,10962,0
